date,usd_buy_black_market,usd_sell_black_market,usd_buy_bank,usd_sell_bank,usd_deposit_bank,gap_black_market,gap_bank,difference_buy,difference_sell
01-01-2016,22620,22660,22450,22540,22450,40,90,0.0075723830734966135,0.0053238686779060185
02-01-2016,22620,22660,22450,22540,22450,40,90,0.0075723830734966135,0.0053238686779060185
03-01-2016,22620,22660,22450,22540,22450,40,90,0.0075723830734966135,0.0053238686779060185
04-01-2016,22650,22670,22470,22540,22470,20,70,0.008010680907877266,0.005767524401064872
05-01-2016,22600,22630,22435,22505,22435,30,70,0.007354579897481672,0.005554321261941775
06-01-2016,22600,22630,22440,22510,22440,30,70,0.007130124777183555,0.005330964015992867
07-01-2016,22560,22590,22470,22540,22470,30,70,0.004005340453938633,0.002218278615794045
08-01-2016,22600,22630,22440,22510,22440,30,70,0.007130124777183555,0.005330964015992867
09-01-2016,22600,22630,22440,22510,22440,30,70,0.007130124777183555,0.005330964015992867
10-01-2016,22600,22630,22440,22510,22440,30,70,0.007130124777183555,0.005330964015992867
11-01-2016,22580,22600,22420,22490,22420,20,70,0.007136485280999194,0.004891062694530879
12-01-2016,22560,22590,22380,22450,22380,30,70,0.008042895442359255,0.006236080178173786
13-01-2016,22530,22560,22385,22455,22385,30,70,0.006477551932097425,0.004676018704074858
14-01-2016,22500,22540,22410,22480,22410,40,70,0.004016064257028162,0.002669039145907437
15-01-2016,22500,22540,22390,22460,22390,40,70,0.004912907548012546,0.003561887800534347
16-01-2016,22500,22540,22390,22460,22390,40,70,0.004912907548012546,0.003561887800534347
17-01-2016,22500,22540,22390,22460,22390,40,70,0.004912907548012546,0.003561887800534347
18-01-2016,22510,22530,22350,22420,22350,20,70,0.007158836689038051,0.004906333630686932
19-01-2016,22500,22520,22385,22455,22385,20,70,0.005137368773732387,0.0028946782453795894
20-01-2016,22490,22510,22385,22455,22385,20,70,0.004690641054277522,0.0024493431307057723
21-01-2016,22490,22520,22365,22435,22365,30,70,0.005589090096132399,0.003788722977490444
22-01-2016,22500,22520,22360,22430,22360,20,70,0.0062611806797854275,0.004012483281319756
23-01-2016,22500,22520,22360,22430,22360,20,70,0.0062611806797854275,0.004012483281319756
24-01-2016,22500,22520,22360,22430,22360,20,70,0.0062611806797854275,0.004012483281319756
25-01-2016,22510,22540,22320,22390,22320,30,70,0.008512544802867339,0.006699419383653371
26-01-2016,22480,22510,22290,22360,22290,30,70,0.008524001794526725,0.0067084078711985295
27-01-2016,22450,22480,22220,22290,22220,30,70,0.01035103510351032,0.008524001794526725
28-01-2016,22380,22430,22215,22285,22215,50,70,0.007427413909520508,0.006506618801884745
29-01-2016,22390,22420,22165,22235,22165,30,70,0.010151139183397273,0.008320215875871284
30-01-2016,22390,22420,22165,22235,22165,30,70,0.010151139183397273,0.008320215875871284
31-01-2016,22390,22420,22165,22235,22165,30,70,0.010151139183397273,0.008320215875871284
01-02-2016,22330,22370,22260,22330,22260,40,70,0.003144654088050425,0.0017913121361397
02-02-2016,22310,22350,22260,22330,22260,40,70,0.002246181491464494,0.000895656068069961
03-02-2016,22350,22420,22260,22330,22260,70,70,0.0040431266846361336,0.0040304523063143805
04-02-2016,22370,22430,22260,22330,22260,60,70,0.004941599281221842,0.004478280340349361
05-02-2016,22370,22430,22290,22360,22290,60,70,0.0035890533871691943,0.0031305903398926027
06-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
07-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
08-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
09-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
10-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
11-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
12-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
13-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
14-02-2016,22400,22450,22290,22360,22290,50,70,0.004934948407357531,0.004025044722719251
15-02-2016,22300,22400,22320,22390,22320,100,70,-0.0008960573476702871,0.0004466279589101507
16-02-2016,22350,22400,22340,22410,22340,50,70,0.00044762757385852225,-0.00044622936189198104
17-02-2016,22380,22420,22340,22410,22340,40,70,0.001790510295434089,0.00044622936189209206
18-02-2016,22380,22420,22330,22400,22330,40,70,0.0022391401701746805,0.0008928571428572507
19-02-2016,22380,22420,22330,22400,22330,40,70,0.0022391401701746805,0.0008928571428572507
20-02-2016,22380,22420,22330,22400,22330,40,70,0.0022391401701746805,0.0008928571428572507
21-02-2016,22380,22420,22330,22400,22330,40,70,0.0022391401701746805,0.0008928571428572507
22-02-2016,22370,22390,22340,22410,22340,20,70,0.0013428827215755668,-0.0008924587237840731
23-02-2016,22370,22390,22340,22410,22340,20,70,0.0013428827215755668,-0.0008924587237840731
24-02-2016,22360,22380,22310,22380,22310,20,70,0.0022411474675032572,0.0
25-02-2016,22330,22350,22285,22355,22285,20,70,0.0020192954902400473,-0.0002236636099306466
26-02-2016,22310,22330,22280,22350,22280,20,70,0.0013464991023339756,-0.0008948545861297008
27-02-2016,22310,22330,22280,22350,22280,20,70,0.0013464991023339756,-0.0008948545861297008
28-02-2016,22310,22330,22280,22350,22280,20,70,0.0013464991023339756,-0.0008948545861297008
29-02-2016,22300,22320,22265,22335,22265,20,70,0.0015719739501460772,-0.000671591672263272
01-03-2016,22280,22310,22265,22335,22265,30,70,0.000673703121491176,-0.001119319453772083
02-03-2016,22280,22310,22270,22340,22270,30,70,0.0004490345756622549,-0.0013428827215756778
03-03-2016,22290,22310,22265,22335,22265,20,70,0.0011228385358186266,-0.001119319453772083
04-03-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
05-03-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
06-03-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
07-03-2016,22280,22310,22255,22325,22255,30,70,0.001123343068973215,-0.0006718924972004547
08-03-2016,22270,22300,22260,22330,22260,30,70,0.0004492362982928544,-0.0013434841021048305
09-03-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
10-03-2016,22280,22310,22255,22325,22255,30,70,0.001123343068973215,-0.0006718924972004547
11-03-2016,22270,22300,22255,22325,22255,30,70,0.0006740058413838845,-0.0011198208286674616
12-03-2016,22270,22300,22255,22325,22255,30,70,0.0006740058413838845,-0.0011198208286674616
13-03-2016,22270,22300,22255,22325,22255,30,70,0.0006740058413838845,-0.0011198208286674616
14-03-2016,22270,22290,22260,22330,22260,20,70,0.0004492362982928544,-0.0017913121361397
15-03-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
16-03-2016,22280,22290,22260,22330,22260,10,70,0.0008984725965857088,-0.0017913121361397
17-03-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
18-03-2016,22270,22300,22255,22325,22255,30,70,0.0006740058413838845,-0.0011198208286674616
19-03-2016,22270,22300,22255,22325,22255,30,70,0.0006740058413838845,-0.0011198208286674616
20-03-2016,22270,22300,22255,22325,22255,30,70,0.0006740058413838845,-0.0011198208286674616
21-03-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
22-03-2016,22280,22300,22300,22370,22300,20,70,-0.0008968609865470656,-0.003129190880643673
23-03-2016,22280,22300,22310,22380,22310,20,70,-0.0013446884805020654,-0.00357462019660415
24-03-2016,22330,22360,22270,22340,22270,30,70,0.0026942074539739735,0.0008952551477170445
25-03-2016,22330,22350,22260,22330,22260,20,70,0.003144654088050425,0.000895656068069961
26-03-2016,22330,22350,22260,22330,22260,20,70,0.003144654088050425,0.000895656068069961
27-03-2016,22330,22350,22260,22330,22260,20,70,0.003144654088050425,0.000895656068069961
28-03-2016,22300,22310,22280,22340,22280,10,60,0.0008976660682227244,-0.0013428827215756778
29-03-2016,22300,22310,22275,22335,22275,10,60,0.001122334455667895,-0.001119319453772083
30-03-2016,22290,22310,22255,22325,22255,20,70,0.0015726802965625453,-0.0006718924972004547
31-03-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
01-04-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
02-04-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
03-04-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
04-04-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
05-04-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
06-04-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
07-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
08-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
09-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
10-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
11-04-2016,22280,22290,22250,22320,22250,10,70,0.001348314606741674,-0.0013440860215053752
12-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
13-04-2016,22280,22300,22270,22340,22270,20,70,0.0004490345756622549,-0.0017905102954342
14-04-2016,22280,22300,22285,22355,22285,20,70,-0.00022436616558219047,-0.0024602997092373347
15-04-2016,22300,22330,22270,22340,22270,30,70,0.0013471037269869868,-0.00044762757385852225
16-04-2016,22300,22330,22270,22340,22270,30,70,0.0013471037269869868,-0.00044762757385852225
17-04-2016,22300,22330,22270,22340,22270,30,70,0.0013471037269869868,-0.00044762757385852225
18-04-2016,22290,22320,22270,22340,22270,30,70,0.0008980691513247319,-0.0008952551477170445
19-04-2016,22270,22290,22260,22330,22260,20,70,0.0004492362982928544,-0.0017913121361397
20-04-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
21-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
22-04-2016,22270,22290,22250,22320,22250,20,70,0.0008988764044943753,-0.0013440860215053752
23-04-2016,22270,22290,22250,22320,22250,20,70,0.0008988764044943753,-0.0013440860215053752
24-04-2016,22270,22290,22250,22320,22250,20,70,0.0008988764044943753,-0.0013440860215053752
25-04-2016,22270,22300,22260,22330,22260,30,70,0.0004492362982928544,-0.0013434841021048305
26-04-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
27-04-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
28-04-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
29-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
30-04-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
01-05-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
02-05-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
03-05-2016,22280,22300,22250,22320,22250,20,70,0.001348314606741674,-0.0008960573476702871
04-05-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
05-05-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
06-05-2016,22270,22290,22255,22325,22255,20,70,0.0006740058413838845,-0.0015677491601343574
07-05-2016,22270,22290,22255,22325,22255,20,70,0.0006740058413838845,-0.0015677491601343574
08-05-2016,22270,22290,22255,22325,22255,20,70,0.0006740058413838845,-0.0015677491601343574
09-05-2016,22270,22290,22255,22325,22255,20,70,0.0006740058413838845,-0.0015677491601343574
10-05-2016,22280,22300,22255,22325,22255,20,70,0.001123343068973215,-0.0011198208286674616
11-05-2016,22280,22300,22260,22330,22260,20,70,0.0008984725965857088,-0.0013434841021048305
12-05-2016,22280,22300,22270,22340,22270,20,70,0.0004490345756622549,-0.0017905102954342
13-05-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
14-05-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
15-05-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
16-05-2016,22290,22310,22265,22335,22265,20,70,0.0011228385358186266,-0.001119319453772083
17-05-2016,22290,22310,22265,22335,22265,20,70,0.0011228385358186266,-0.001119319453772083
18-05-2016,22290,22305,22265,22335,22265,15,70,0.0011228385358186266,-0.001343183344526544
19-05-2016,22300,22320,22275,22345,22275,20,70,0.001122334455667895,-0.0011188185276348461
20-05-2016,22300,22320,22275,22345,22275,20,70,0.001122334455667895,-0.0011188185276348461
21-05-2016,22300,22320,22275,22345,22275,20,70,0.001122334455667895,-0.0011188185276348461
22-05-2016,22300,22320,22275,22345,22275,20,70,0.001122334455667895,-0.0011188185276348461
23-05-2016,22310,22330,22275,22345,22275,20,70,0.001571268237934964,-0.0006712911165809299
24-05-2016,22310,22330,22295,22365,22295,20,70,0.0006727965911639266,-0.0015649452269170805
25-05-2016,22320,22350,22300,22370,22300,30,70,0.0008968609865471766,-0.0008940545373268272
26-05-2016,22350,22360,22340,22410,22340,10,70,0.00044762757385852225,-0.002231146809460016
27-05-2016,22370,22390,22350,22420,22350,20,70,0.0008948545861298118,-0.001338090990187335
28-05-2016,22370,22390,22350,22420,22350,20,70,0.0008948545861298118,-0.001338090990187335
29-05-2016,22370,22390,22350,22420,22350,20,70,0.0008948545861298118,-0.001338090990187335
30-05-2016,22420,22440,22380,22450,22380,20,70,0.0017873100983021306,-0.00044543429844101645
31-05-2016,22380,22410,22365,22435,22365,30,70,0.0006706908115359234,-0.0011143302874971894
01-06-2016,22400,22420,22410,22480,22410,20,70,-0.00044622936189198104,-0.002669039145907437
02-06-2016,22400,22420,22405,22475,22405,20,70,-0.00022316447221604196,-0.002447163515016726
03-06-2016,22440,22450,22380,22450,22380,10,70,0.002680965147453085,0.0
04-06-2016,22440,22450,22380,22450,22380,10,70,0.002680965147453085,0.0
05-06-2016,22440,22450,22380,22450,22380,10,70,0.002680965147453085,0.0
06-06-2016,22360,22390,22350,22420,22350,30,70,0.0004474272930647949,-0.001338090990187335
07-06-2016,22360,22390,22315,22385,22315,30,70,0.0020165807752632325,0.00022336385972754336
08-06-2016,22340,22360,22310,22380,22310,20,70,0.0013446884805019543,-0.0008936550491510653
09-06-2016,22340,22360,22300,22370,22300,20,70,0.0017937219730941312,-0.0004470272686634136
10-06-2016,22320,22340,22290,22360,22290,20,70,0.0013458950201883368,-0.0008944543828264262
11-06-2016,22320,22340,22290,22360,22290,20,70,0.0013458950201883368,-0.0008944543828264262
12-06-2016,22320,22340,22290,22360,22290,20,70,0.0013458950201883368,-0.0008944543828264262
13-06-2016,22300,22330,22270,22340,22270,30,70,0.0013471037269869868,-0.00044762757385852225
14-06-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
15-06-2016,22300,22320,22275,22345,22275,20,70,0.001122334455667895,-0.0011188185276348461
16-06-2016,22300,22310,22265,22335,22265,10,70,0.0015719739501460772,-0.001119319453772083
17-06-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
18-06-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
19-06-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
20-06-2016,22290,22305,22260,22330,22260,15,70,0.0013477088948787852,-0.0011195700850873402
21-06-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
22-06-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
23-06-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
24-06-2016,22300,22320,22295,22365,22295,20,70,0.00022426553038790153,-0.002012072434607659
25-06-2016,22300,22320,22295,22365,22295,20,70,0.00022426553038790153,-0.002012072434607659
26-06-2016,22300,22320,22295,22365,22295,20,70,0.00022426553038790153,-0.002012072434607659
27-06-2016,22300,22320,22290,22360,22290,20,70,0.00044863167339603827,-0.0017889087656529634
28-06-2016,22330,22350,22270,22340,22270,20,70,0.0026942074539739735,0.00044762757385852225
29-06-2016,22300,22320,22275,22345,22275,20,70,0.001122334455667895,-0.0011188185276348461
30-06-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
01-07-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
02-07-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
03-07-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
04-07-2016,22295,22305,22260,22330,22260,10,70,0.0015723270440251014,-0.0011195700850873402
05-07-2016,22290,22305,22270,22340,22270,15,70,0.0008980691513247319,-0.001566696508504939
06-07-2016,22305,22315,22270,22340,22270,10,70,0.0015716210148182252,-0.0011190689346464167
07-07-2016,22330,22350,22260,22330,22260,20,70,0.003144654088050425,0.000895656068069961
08-07-2016,22320,22350,22260,22330,22260,30,70,0.0026954177897573484,0.000895656068069961
09-07-2016,22320,22350,22260,22330,22260,30,70,0.0026954177897573484,0.000895656068069961
10-07-2016,22320,22350,22260,22330,22260,30,70,0.0026954177897573484,0.000895656068069961
11-07-2016,22320,22350,22260,22330,22260,30,70,0.0026954177897573484,0.000895656068069961
12-07-2016,22300,22310,22260,22330,22260,10,70,0.0017969451931716396,-0.00089565606806985
13-07-2016,22290,22320,22260,22330,22260,30,70,0.0013477088948787852,-0.0004478280340349805
14-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
15-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
16-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
17-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
18-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
19-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
20-07-2016,22290,22310,22265,22335,22265,20,70,0.0011228385358186266,-0.001119319453772083
21-07-2016,22300,22310,22265,22335,22265,10,70,0.0015719739501460772,-0.001119319453772083
22-07-2016,22290,22320,22260,22330,22260,30,70,0.0013477088948787852,-0.0004478280340349805
23-07-2016,22290,22320,22260,22330,22260,30,70,0.0013477088948787852,-0.0004478280340349805
24-07-2016,22290,22320,22260,22330,22260,30,70,0.0013477088948787852,-0.0004478280340349805
25-07-2016,22290,22320,22260,22330,22260,30,70,0.0013477088948787852,-0.0004478280340349805
26-07-2016,22295,22305,22260,22330,22260,10,70,0.0015723270440251014,-0.0011195700850873402
27-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
28-07-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
29-07-2016,22295,22310,22260,22330,22260,15,70,0.0015723270440251014,-0.00089565606806985
30-07-2016,22295,22310,22260,22330,22260,15,70,0.0015723270440251014,-0.00089565606806985
31-07-2016,22295,22310,22260,22330,22260,15,70,0.0015723270440251014,-0.00089565606806985
01-08-2016,22290,22300,22260,22330,22260,10,70,0.0013477088948787852,-0.0013434841021048305
02-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
03-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
04-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
05-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
06-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
07-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
08-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
09-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
10-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
11-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
12-08-2016,22290,22300,22260,22330,22260,10,70,0.0013477088948787852,-0.0013434841021048305
13-08-2016,22290,22300,22260,22330,22260,10,70,0.0013477088948787852,-0.0013434841021048305
14-08-2016,22290,22300,22260,22330,22260,10,70,0.0013477088948787852,-0.0013434841021048305
15-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
16-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
17-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
18-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
19-08-2016,22290,22305,22260,22330,22260,15,70,0.0013477088948787852,-0.0011195700850873402
20-08-2016,22290,22305,22260,22330,22260,15,70,0.0013477088948787852,-0.0011195700850873402
21-08-2016,22290,22305,22260,22330,22260,15,70,0.0013477088948787852,-0.0011195700850873402
22-08-2016,22300,22310,22260,22330,22260,10,70,0.0017969451931716396,-0.00089565606806985
23-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
24-08-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
25-08-2016,22295,22310,22260,22330,22260,15,70,0.0015723270440251014,-0.00089565606806985
26-08-2016,22295,22310,22265,22335,22265,15,70,0.001347406242982352,-0.001119319453772083
27-08-2016,22295,22310,22265,22335,22265,15,70,0.001347406242982352,-0.001119319453772083
28-08-2016,22295,22310,22265,22335,22265,15,70,0.001347406242982352,-0.001119319453772083
29-08-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
30-08-2016,22310,22320,22265,22335,22265,10,70,0.002021109364473306,-0.000671591672263272
31-08-2016,22310,22320,22265,22335,22265,10,70,0.002021109364473306,-0.000671591672263272
01-09-2016,22300,22320,22260,22330,22260,20,70,0.0017969451931716396,-0.0004478280340349805
02-09-2016,22300,22320,22260,22330,22260,20,70,0.0017969451931716396,-0.0004478280340349805
03-09-2016,22300,22320,22260,22330,22260,20,70,0.0017969451931716396,-0.0004478280340349805
04-09-2016,22300,22320,22260,22330,22260,20,70,0.0017969451931716396,-0.0004478280340349805
05-09-2016,22300,22320,22260,22330,22260,20,70,0.0017969451931716396,-0.0004478280340349805
06-09-2016,22295,22305,22260,22330,22260,10,70,0.0015723270440251014,-0.0011195700850873402
07-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
08-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
09-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
10-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
11-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
12-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
13-09-2016,22290,22310,22260,22330,22260,20,70,0.0013477088948787852,-0.00089565606806985
14-09-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
15-09-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
16-09-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
17-09-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
18-09-2016,22290,22310,22270,22340,22270,20,70,0.0008980691513247319,-0.0013428827215756778
19-09-2016,22310,22320,22275,22345,22275,10,70,0.001571268237934964,-0.0011188185276348461
20-09-2016,22310,22320,22280,22350,22280,10,70,0.0013464991023339756,-0.0013422818791946067
21-09-2016,22310,22320,22280,22350,22280,10,70,0.0013464991023339756,-0.0013422818791946067
22-09-2016,22310,22320,22270,22340,22270,10,70,0.0017961383026492417,-0.0008952551477170445
23-09-2016,22300,22310,22270,22340,22270,10,70,0.0013471037269869868,-0.0013428827215756778
24-09-2016,22300,22310,22270,22340,22270,10,70,0.0013471037269869868,-0.0013428827215756778
25-09-2016,22300,22310,22270,22340,22270,10,70,0.0013471037269869868,-0.0013428827215756778
26-09-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
27-09-2016,22300,22320,22270,22340,22270,20,70,0.0013471037269869868,-0.0008952551477170445
28-09-2016,22300,22310,22270,22340,22270,10,70,0.0013471037269869868,-0.0013428827215756778
29-09-2016,22300,22320,22265,22335,22265,20,70,0.0015719739501460772,-0.000671591672263272
30-09-2016,22300,22310,22265,22335,22265,10,70,0.0015719739501460772,-0.001119319453772083
01-10-2016,22300,22310,22265,22335,22265,10,70,0.0015719739501460772,-0.001119319453772083
02-10-2016,22300,22310,22265,22335,22265,10,70,0.0015719739501460772,-0.001119319453772083
03-10-2016,22290,22320,22265,22335,22265,30,70,0.0011228385358186266,-0.000671591672263272
04-10-2016,22300,22320,22265,22335,22265,20,70,0.0015719739501460772,-0.000671591672263272
05-10-2016,22300,22310,22270,22340,22270,10,70,0.0013471037269869868,-0.0013428827215756778
06-10-2016,22300,22310,22270,22340,22270,10,70,0.0013471037269869868,-0.0013428827215756778
07-10-2016,22310,22325,22265,22335,22265,15,70,0.002021109364473306,-0.000447727781508811
08-10-2016,22310,22325,22265,22335,22265,15,70,0.002021109364473306,-0.000447727781508811
09-10-2016,22310,22325,22265,22335,22265,15,70,0.002021109364473306,-0.000447727781508811
10-10-2016,22310,22325,22265,22335,22265,15,70,0.002021109364473306,-0.000447727781508811
11-10-2016,22350,22370,22260,22330,22260,20,70,0.0040431266846361336,0.0017913121361397
12-10-2016,22350,22370,22260,22330,22260,20,70,0.0040431266846361336,0.0017913121361397
13-10-2016,22365,22375,22270,22340,22270,10,70,0.004265828468792199,0.0015666965085048279
14-10-2016,22365,22375,22270,22340,22270,10,70,0.004265828468792199,0.0015666965085048279
15-10-2016,22365,22375,22270,22340,22270,10,70,0.004265828468792199,0.0015666965085048279
16-10-2016,22365,22375,22270,22340,22270,10,70,0.004265828468792199,0.0015666965085048279
17-10-2016,22380,22400,22270,22340,22270,20,70,0.004939380332285692,0.0026857654431513556
18-10-2016,22370,22390,22275,22345,22275,20,70,0.004264870931537601,0.0020138733497425676
19-10-2016,22340,22355,22275,22345,22275,15,70,0.0029180695847361715,0.00044752741105402727
20-10-2016,22330,22350,22270,22340,22270,20,70,0.0026942074539739735,0.00044762757385852225
21-10-2016,22320,22350,22280,22350,22280,30,70,0.0017953321364452268,0.0
22-10-2016,22330,22350,22280,22350,22280,20,70,0.002244165170556478,0.0
23-10-2016,22330,22350,22280,22350,22280,20,70,0.002244165170556478,0.0
24-10-2016,22350,22370,22290,22360,22290,20,70,0.0026917900403768957,0.0004472271914133241
25-10-2016,22350,22370,22300,22370,22300,20,70,0.0022421524663676085,0.0
26-10-2016,22350,22370,22300,22370,22300,20,70,0.0022421524663676085,0.0
27-10-2016,22340,22360,22295,22365,22295,20,70,0.00201838977349178,-0.0002235636038453448
28-10-2016,22345,22355,22295,22365,22295,10,70,0.0022426553038799035,-0.00044712720769057857
29-10-2016,22345,22355,22295,22365,22295,10,70,0.0022426553038799035,-0.00044712720769057857
